Emotions,Path
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-01-01-01-01-12.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-01-01-01-02-12.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-01-01-02-01-12.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-01-01-02-02-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-01-01-01-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-01-01-02-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-01-02-01-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-01-02-02-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-02-01-01-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-02-01-02-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-02-02-01-12.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-02-02-02-02-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-01-01-01-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-01-01-02-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-01-02-01-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-01-02-02-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-02-01-01-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-02-01-02-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-02-02-01-12.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-03-02-02-02-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-01-01-01-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-01-01-02-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-01-02-01-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-01-02-02-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-02-01-01-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-02-01-02-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-02-02-01-12.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-04-02-02-02-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-01-01-01-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-01-01-02-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-01-02-01-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-01-02-02-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-02-01-01-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-02-01-02-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-02-02-01-12.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-05-02-02-02-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-01-01-01-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-01-01-02-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-01-02-01-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-01-02-02-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-02-01-01-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-02-01-02-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-02-02-01-12.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-06-02-02-02-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-01-01-01-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-01-01-02-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-01-02-01-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-01-02-02-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-02-01-01-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-02-01-02-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-02-02-01-12.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-07-02-02-02-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-01-01-01-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-01-01-02-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-01-02-01-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-01-02-02-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-02-01-01-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-02-01-02-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-02-02-01-12.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_12/03-01-08-02-02-02-12.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-01-01-01-01-13.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-01-01-01-02-13.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-01-01-02-01-13.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-01-01-02-02-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-01-01-01-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-01-01-02-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-01-02-01-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-01-02-02-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-02-01-01-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-02-01-02-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-02-02-01-13.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-02-02-02-02-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-01-01-01-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-01-01-02-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-01-02-01-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-01-02-02-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-02-01-01-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-02-01-02-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-02-02-01-13.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-03-02-02-02-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-01-01-01-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-01-01-02-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-01-02-01-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-01-02-02-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-02-01-01-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-02-01-02-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-02-02-01-13.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-04-02-02-02-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-01-01-01-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-01-01-02-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-01-02-01-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-01-02-02-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-02-01-01-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-02-01-02-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-02-02-01-13.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-05-02-02-02-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-01-01-01-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-01-01-02-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-01-02-01-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-01-02-02-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-02-01-01-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-02-01-02-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-02-02-01-13.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-06-02-02-02-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-01-01-01-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-01-01-02-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-01-02-01-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-01-02-02-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-02-01-01-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-02-01-02-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-02-02-01-13.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-07-02-02-02-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-01-01-01-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-01-01-02-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-01-02-01-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-01-02-02-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-02-01-01-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-02-01-02-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-02-02-01-13.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_13/03-01-08-02-02-02-13.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-01-01-01-01-14.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-01-01-01-02-14.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-01-01-02-01-14.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-01-01-02-02-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-01-01-01-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-01-01-02-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-01-02-01-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-01-02-02-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-02-01-01-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-02-01-02-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-02-02-01-14.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-02-02-02-02-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-01-01-01-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-01-01-02-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-01-02-01-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-01-02-02-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-02-01-01-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-02-01-02-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-02-02-01-14.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-03-02-02-02-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-01-01-01-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-01-01-02-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-01-02-01-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-01-02-02-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-02-01-01-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-02-01-02-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-02-02-01-14.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-04-02-02-02-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-01-01-01-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-01-01-02-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-01-02-01-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-01-02-02-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-02-01-01-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-02-01-02-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-02-02-01-14.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-05-02-02-02-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-01-01-01-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-01-01-02-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-01-02-01-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-01-02-02-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-02-01-01-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-02-01-02-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-02-02-01-14.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-06-02-02-02-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-01-01-01-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-01-01-02-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-01-02-01-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-01-02-02-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-02-01-01-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-02-01-02-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-02-02-01-14.wav
Disgust,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-07-02-02-02-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-01-01-01-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-01-01-02-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-01-02-01-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-01-02-02-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-02-01-01-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-02-01-02-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-02-02-01-14.wav
Surprise,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_14/03-01-08-02-02-02-14.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-01-01-01-01-15.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-01-01-01-02-15.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-01-01-02-01-15.wav
Neutral,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-01-01-02-02-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-01-01-01-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-01-01-02-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-01-02-01-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-01-02-02-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-02-01-01-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-02-01-02-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-02-02-01-15.wav
Calm,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-02-02-02-02-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-01-01-01-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-01-01-02-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-01-02-01-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-01-02-02-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-02-01-01-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-02-01-02-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-02-02-01-15.wav
Happy,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-03-02-02-02-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-01-01-01-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-01-01-02-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-01-02-01-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-01-02-02-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-02-01-01-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-02-01-02-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-02-02-01-15.wav
Sad,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-04-02-02-02-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-01-01-01-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-01-01-02-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-01-02-01-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-01-02-02-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-02-01-01-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-02-01-02-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-02-02-01-15.wav
Angry,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-05-02-02-02-15.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-06-01-01-01-15.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-06-01-01-02-15.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-06-01-02-01-15.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-06-01-02-02-15.wav
Fear,C:/Users/shiva/Desktop/Python/Machine Learning/speech recognition/ravdess/Actor_15/03-01-06-02-01-01-15.wav
